"","site_no","wt_year","Annual_Discharge","t_mean","pcp"
"401","15295700",2003,293.369863013699,1.64079955399761,1.56745924601952
"402","15295700",2004,256.731420765027,0.698733270566704,-0.00156371742486971
"403","15295700",2005,192.227671232877,1.07336674996445,0.336875399450461
"404","15295700",2006,194.315616438356,-0.353827906839757,-0.79975553303957
"405","15295700",2007,188.330136986301,-0.851682576728571,-0.568437714874745
"406","15295700",2008,204.516120218579,-0.801226405494122,0.804039955635865
"407","15295700",2009,162.732876712329,-0.867524777295896,-0.821457772950332
"408","15295700",2010,317.526301369863,0.171744896031709,-0.471148152649403
"409","15295700",2011,206.107671232877,-0.112066048575151,-0.444970756272475
"410","15295700",2012,186.71912568306,-1.24437045374782,-0.869351823627949
"411","15295700",2013,177.375068493151,0.113205660688174,-0.588743219276269
"412","15304000",1984,36653.5519125683,-0.667275606965025,-0.213560418036973
"413","15304000",1985,40572.602739726,-0.787745256597797,0.127820359421377
"414","15304000",1986,35397.5342465753,-0.143218814705809,-0.0366994312162406
"415","15304000",1987,40961.095890411,0.97327490709722,-0.0789009222114044
"416","15304000",1988,37321.3114754098,0.536895380044977,0.0140407872722588
"417","15304000",1989,45018.904109589,-0.606336170807481,0.128944435966615
"418","15304000",1990,44807.1232876712,-0.419820268327991,-0.0331666501833953
"419","15304000",1991,49875.3424657534,-0.0178902130573988,0.0468143242126746
"420","15304000",1992,40282.5136612022,-1.52707032797237,-0.274828757591442
"421","15304000",1993,52088.7671232877,1.28653343580663,0.0404248341943862
"422","15304000",1994,52378.8461538462,0.784207929546634,0.0172114575928493
"423","15304000",1996,41133.8797814208,-0.41366519468526,-0.250298698243892
"424","15304000",1997,28567.6712328767,0.525675426547726,-0.408113340037461
"425","15304000",1998,48074.5205479452,-0.180674343680342,0.235812592508996
"426","15304000",1999,45028.7671232877,-1.23182609615227,-0.0357537429133016
"427","15304000",2000,40251.0928961749,-0.776738481596112,0.0811939480429931
"428","15304000",2001,44962.7397260274,1.98048824630678,0.0372784701512299
"429","15304000",2002,38968.7671232877,0.000518779580791939,0.0144449010206802
